
0.00000000000000000e+00 1.00000000000000000e+01 0.00000000000000000e+00 -0.00000000000000000e+00 0.00000000000000000e+00 0.00000000000000000e+00 
9.99999999999999955e-07 9.98951075147973278e+00 9.99475537573986514e-04 -0.00000000000000000e+00 9.98951075147973266e-03 -9.98951075147973279e+03 
1.99999999999999991e-06 9.97803405326877169e+00 1.99785277781141168e-03 -0.00000000000000000e+00 9.97803405326877155e-03 -9.97803405326877146e+03 
3.00000000000000008e-06 9.96557203830037075e+00 2.99503308238986904e-03 -0.00000000000000000e+00 9.96557203830037049e-03 -9.96557203830036997e+03 
3.99999999999999982e-06 9.95212693580781860e+00 3.99091803109527868e-03 -0.00000000000000000e+00 9.95212693580781876e-03 -9.95212693580781888e+03 
4.99999999999999956e-06 9.93770107100554689e+00 4.98540943143594741e-03 -0.00000000000000000e+00 9.93770107100554710e-03 -9.93770107100554742e+03 
6.00000000000000015e-06 9.92229686476095374e+00 5.97840932822427205e-03 -0.00000000000000000e+00 9.92229686476095440e-03 -9.92229686476095412e+03 
6.99999999999999989e-06 9.90591683325702199e+00 6.96982001312517092e-03 -0.00000000000000000e+00 9.90591683325702139e-03 -9.90591683325702070e+03 
7.99999999999999964e-06 9.88856358764572718e+00 7.95954403417030790e-03 -0.00000000000000000e+00 9.88856358764572674e-03 -9.88856358764572724e+03 
9.00000000000000023e-06 9.87023983369232916e+00 8.94748420523721125e-03 -0.00000000000000000e+00 9.87023983369232985e-03 -9.87023983369233065e+03 
9.99999999999999912e-06 9.85094837141055280e+00 9.93354361549235627e-03 -0.00000000000000000e+00 9.85094837141055335e-03 -9.85094837141055359e+03 
1.09999999999999997e-05 9.83069209468871819e+00 1.09176256387973208e-02 -0.00000000000000000e+00 9.83069209468871892e-03 -9.83069209468871850e+03 
1.20000000000000003e-05 9.80947399090687355e+00 1.18996339430771005e-02 -0.00000000000000000e+00 9.80947399090687303e-03 -9.80947399090687213e+03 
1.29999999999999992e-05 9.78729714054496469e+00 1.28794724996496943e-02 -0.00000000000000000e+00 9.78729714054496491e-03 -9.78729714054496435e+03 
1.39999999999999998e-05 9.76416471678209952e+00 1.38570455925160485e-02 -0.00000000000000000e+00 9.76416471678209948e-03 -9.76416471678209928e+03 
1.49999999999999987e-05 9.74007998508694861e+00 1.48322578276095015e-02 -0.00000000000000000e+00 9.74007998508694822e-03 -9.74007998508694800e+03 
1.59999999999999993e-05 9.71504630279934212e+00 1.58050141420038141e-02 1.77635683940025046e-15 9.71504630279934091e-03 -9.71504630279934099e+03 
1.69999999999999999e-05 9.68906711870309678e+00 1.67752198130789384e-02 -0.00000000000000000e+00 9.68906711870309682e-03 -9.68906711870309664e+03 
1.80000000000000005e-05 9.66214597259014596e+00 1.77427804676436006e-02 1.77635683940025046e-15 9.66214597259014429e-03 -9.66214597259014408e+03 
1.89999999999999977e-05 9.63428649481599919e+00 1.87076020910139085e-02 -0.00000000000000000e+00 9.63428649481599952e-03 -9.63428649481600041e+03 
1.99999999999999982e-05 9.60549240584662023e+00 1.96695910360470405e-02 -0.00000000000000000e+00 9.60549240584662040e-03 -9.60549240584662039e+03 
2.09999999999999988e-05 9.57576751579673591e+00 2.06286540321292122e-02 -0.00000000000000000e+00 9.57576751579673584e-03 -9.57576751579673510e+03 
2.19999999999999994e-05 9.54511572395965224e+00 2.15846981941170343e-02 -0.00000000000000000e+00 9.54511572395965249e-03 -9.54511572395965231e+03 
2.30000000000000000e-05 9.51354101832865062e+00 2.25376310312314504e-02 1.77635683940025046e-15 9.51354101832864972e-03 -9.51354101832864944e+03 
2.40000000000000006e-05 9.48104747510997292e+00 2.34873604559033833e-02 1.77635683940025046e-15 9.48104747510997159e-03 -9.48104747510997186e+03 
2.49999999999999978e-05 9.44763925822750750e+00 2.44337947925702577e-02 -0.00000000000000000e+00 9.44763925822750782e-03 -9.44763925822750753e+03 
2.59999999999999984e-05 9.41332061881919202e+00 2.53768427864225939e-02 -0.00000000000000000e+00 9.41332061881919140e-03 -9.41332061881919071e+03 
2.69999999999999990e-05 9.37809589472520422e+00 2.63164136120998121e-02 -0.00000000000000000e+00 9.37809589472520487e-03 -9.37809589472520565e+03 
2.79999999999999996e-05 9.34196950996801867e+00 2.72524168823344744e-02 1.77635683940025046e-15 9.34196950996801778e-03 -9.34196950996801752e+03 
2.90000000000000002e-05 9.30494597422435454e+00 2.81847626565440955e-02 -0.00000000000000000e+00 9.30494597422435420e-03 -9.30494597422435436e+03 
2.99999999999999974e-05 9.26702988228910840e+00 2.91133614493697714e-02 -0.00000000000000000e+00 9.26702988228910764e-03 -9.26702988228910726e+03 
3.10000000000000014e-05 9.22822591353131116e+00 3.00381242391607947e-02 -0.00000000000000000e+00 9.22822591353131098e-03 -9.22822591353131065e+03 
3.19999999999999986e-05 9.18853883134218563e+00 3.09589624764044710e-02 -0.00000000000000000e+00 9.18853883134218563e-03 -9.18853883134218631e+03 
3.29999999999999958e-05 9.14797348257535781e+00 3.18757880921003434e-02 -0.00000000000000000e+00 9.14797348257535836e-03 -9.14797348257535850e+03 
3.39999999999999997e-05 9.10653479697928780e+00 3.27885135060780736e-02 -1.77635683940025046e-15 9.10653479697928932e-03 -9.10653479697928924e+03 
3.49999999999999969e-05 9.06422778662199669e+00 3.36970516352581434e-02 -0.00000000000000000e+00 9.06422778662199606e-03 -9.06422778662199562e+03 
3.60000000000000009e-05 9.02105754530813186e+00 3.46013159018546471e-02 -0.00000000000000000e+00 9.02105754530813098e-03 -9.02105754530813101e+03 
