0 10 0 0 -0 -0 0 
1e-06 7.68580431942203 0.000768580431942203 0 -7.68580431942203 -4.93038065763132e-32 2.31342710014603 
2e-06 7.67871572885765 0.00153645200482797 0 -7.67871572885765 -0 0.00555213855954561 
3e-06 7.67104296019531 0.0023035563008475 0 -7.67104296019531 6.01853107621011e-36 0.00536921236149312 
4e-06 7.66278709703563 0.00306983501055106 0 -7.66278709703563 -0 0.00518602814913076 
5e-06 7.65394926687862 0.00383522993723892 0 -7.65394926687862 -6.01853107621011e-35 0.00500260021977465 
6e-06 7.64453064099989 0.00459968300133891 0 -7.64453064099989 -3.00926553810506e-36 0.00481894287738328 
7e-06 7.63453243432367 0.00536313624477128 0 -7.63453243432367 -0 0.00463507043145568 
8e-06 7.62395590529244 0.00612553183530052 0 -7.62395590529244 -0 0.00445099719592482 
9e-06 7.61280235573351 0.00688681207087388 0 -7.61280235573351 -0 0.00426673748805475 
1e-05 7.60107313072223 0.0076469193839461 2.40741243048404e-35 -7.60107313072223 -0 0.00408230562733706 
1.1e-05 7.58876961844205 0.0084057963457903 -2.40741243048404e-35 -7.58876961844205 -0 0.00389771593438841 
1.2e-05 7.57589325004141 0.00916338567079444 0 -7.57589325004141 -1.44444745829043e-34 0.00371298272984851 
1.3e-05 7.56244549948738 0.00991963022074318 0 -7.56244549948738 -0 0.00352812033328045 
1.4e-05 7.54842788341623 0.0106744730090848 2.40741243048404e-35 -7.54842788341623 -1.08333559371782e-34 0.00334314306206973 
1.5e-05 7.53384196098072 0.0114278572051829 0 -7.53384196098072 -0 0.00315806523032768 
1.6e-05 7.51868933369437 0.0121797261385523 0 -7.51868933369437 -0 0.0029729011477913 
1.7e-05 7.50297164527256 0.0129300233030796 2.40741243048404e-35 -7.50297164527256 -1.20370621524202e-34 0.0027876651187298 
1.8e-05 7.48669058147049 0.0136786923612266 2.40741243048404e-35 -7.48669058147049 1.05324293833677e-34 0.00260237144084785 
1.9e-05 7.46984786991808 0.0144256771482184 2.40741243048404e-35 -7.46984786991808 -0 0.00241703440419428 
2e-05 7.4524452799518 0.0151709216762136 0 -7.4524452799518 -6.01853107621011e-36 0.00223166829006753 
2.1e-05 7.43448462244341 0.0159143701384579 0 -7.43448462244341 -0 0.00204628736992781 
2.2e-05 7.41596774962568 0.0166559669134205 1.20370621524202e-35 -7.41596774962568 -0 0.00186090590430736 
2.3e-05 7.39689655491505 0.017395656568912 0 -7.39689655491505 2.40741243048404e-35 0.00167553814172421 
2.4e-05 7.37727297273126 0.0181333838661851 0 -7.37727297273126 4.81482486096809e-35 0.00149019831759695 
2.5e-05 7.35709897831409 0.0188690937640166 1.20370621524202e-35 -7.35709897831409 1.20370621524202e-35 0.00130490065316097 
2.6e-05 7.33637658753693 0.0196027314227702 0 -7.33637658753693 -0 0.00111965935438899 
2.7e-05 7.31510785671757 0.020334242208442 6.01853107621011e-36 -7.31510785671757 1.20370621524202e-35 0.000934488610911596 
2.8e-05 7.29329488242595 0.0210635716966846 0 -7.29329488242595 -0 0.000749402594938831 
2.9e-05 7.27093980128895 0.0217906656768135 0 -7.27093980128895 -0 0.000564415460188511 
3e-05 7.24804478979234 0.0225154701557927 0 -7.24804478979234 6.01853107621011e-36 0.0003795413408113 
3.1e-05 7.22461206407982 0.0232379313622007 1.50463276905253e-36 -7.22461206407982 6.01853107621011e-36 0.00019479435032276 
3.2e-05 7.20064387974911 0.0239579957501756 0 -7.20064387974911 -0 1.01885805358018e-05 
3.3e-05 7.17596828717022 0.0246755925788926 0 -7.176721474833 -0 0 
3.4e-05 7.15057763682764 0.0253906503425754 0 -7.15287854634518 -0 0 
3.5e-05 7.12447453903116 0.0261030977964785 0 -7.12911483024437 -0 0 
3.6e-05 7.09766167506718 0.0268128639639852 0 -7.10543006336648 -0 0 
3.7e-05 7.0701417969235 0.0275198781436776 0 -7.08182398342174 -0 0 
3.8e-05 7.04191772700712 0.0282240699163783 0 -7.05829632899177 -0 0 
3.9e-05 7.01299235785496 0.0289253691521638 0 -7.03484683952668 -0 0 
4e-05 6.98336865183761 0.0296237060173476 0 -7.0114752553422 -0 0 
4.1e-05 6.95304964085618 0.0303190109814332 0 -6.98818131761681 -0 0 
4.2e-05 6.92203842603214 0.0310112148240364 0 -6.96496476838885 -0 0 
4.3e-05 6.89033817739036 0.0317002486417754 0 -6.94182535055367 -0 0 
4.4e-05 6.85795213353523 0.0323860438551289 0 -6.9187628078608 -0 0 
4.5e-05 6.82488360131997 0.0330685322152609 0 -6.8957768849111 -0 0 
4.6e-05 6.79113595550916 0.0337476458108119 0 -6.87286732715392 -0 0 
4.7e-05 6.75671263843451 0.0344233170746553 0 -6.8500338808843 -0 0 
4.8e-05 6.72161715964389 0.0350954787906197 0 -6.82727629324017 -0 0 
4.9e-05 6.68585309554371 0.0357640641001741 0 -6.8045943121995 -0 0 
5e-05 6.64942408903464 0.0364290065090775 0 -6.78198768657758 -0 0 
5.1e-05 6.61233384914064 0.0370902398939916 0 -6.75945616602416 -0 0 
5.2e-05 6.57458615063159 0.0377476985090547 0 -6.73699950102076 -0 0 
5.3e-05 6.53618483363917 0.0384013169924187 0 -6.71461744287783 -0 0 
5.4e-05 6.49713380326642 0.0390510303727453 0 -6.69230974373206 -0 0 
5.5e-05 6.45743702919076 0.0396967740756644 0 -6.67007615654358 -0 0 
5.6e-05 6.41709854526057 0.0403384839301904 0 -6.64791643509327 -0 0 
5.7e-05 6.37612244908547 0.040976096175099 0 -6.62583033398 -0 0 
