0.000000000000000e+00 1.000000000000000e+00 1.000000000000000e+00 -3.947841760435743e+01 0.000000000000000e+00 0.000000000000000e+00 2.023920880217872e+01 0.000000000000000e+00 2.023920880217872e+01 
5.000000000000000e-02 9.030442648699210e-01 2.878229405202784e+00 -3.565075860375470e+01 0.000000000000000e+00 0.000000000000000e+00 2.023920880217832e+01 0.000000000000000e+00 2.023920880217832e+01 
1.000000000000000e-01 7.191077967922322e-01 4.479229317904444e+00 -2.838923790431315e+01 0.000000000000000e+00 0.000000000000000e+00 2.023920880217793e+01 0.000000000000000e+00 2.023920880217793e+01 
1.500000000000000e-01 4.659072564352769e-01 5.648792296373531e+00 -1.839328123445231e+01 0.000000000000000e+00 0.000000000000000e+00 2.023920880217755e+01 0.000000000000000e+00 2.023920880217755e+01 
2.000000000000000e-01 1.678307822765781e-01 6.274266669974299e+00 -6.625693709580740e+00 0.000000000000000e+00 0.000000000000000e+00 2.023920880217716e+01 0.000000000000000e+00 2.023920880217716e+01 
2.500000000000000e-01 -1.464110616446820e-01 6.295407086876104e+00 0.000000000000000e+00 5.780077033506075e-01 0.000000000000000e+00 2.023920880217677e+01 1.670464525663219e-01 2.040625525474309e+01 
3.000000000000000e-01 -4.183462038385514e-01 5.738014007579999e+00 0.000000000000000e+00 1.651564613833597e+00 0.000000000000000e+00 1.991703130854898e+01 1.530879289399981e+00 2.144791059794896e+01 
3.500000000000000e-01 -5.976011766807443e-01 4.735314133775119e+00 0.000000000000000e+00 2.359234881385781e+00 0.000000000000000e+00 1.826100767867720e+01 4.313873902173672e+00 2.257488158085087e+01 
4.000000000000000e-01 -6.847640456938244e-01 3.469670389519904e+00 -3.552713678800501e-15 2.703340095635010e+00 0.000000000000000e+00 1.527505680982240e+01 7.967897738507624e+00 2.324295454833002e+01 
4.500000000000000e-01 -6.891798535021756e-01 2.113642114084432e+00 0.000000000000000e+00 2.720773006106877e+00 0.000000000000000e+00 1.160925120202271e+01 1.166920061388755e+01 2.327845181591026e+01 
4.999999999999999e-01 -6.263635758506354e-01 8.152527920679760e-01 0.000000000000000e+00 2.472784281959000e+00 0.000000000000000e+00 8.076628583262739e+00 1.472653166643929e+01 2.280316024970203e+01 
5.499999999999999e-01 -5.153171583586031e-01 -3.115409278310448e-01 -3.552713678800501e-15 2.034390597637173e+00 0.000000000000000e+00 5.290310783686155e+00 1.679590421831656e+01 2.208621500200271e+01 
6.000000000000000e-01 -3.760275333546368e-01 -1.191262877053081e+00 -1.776356839400250e-15 1.484497199251080e+00 0.000000000000000e+00 3.500612721653643e+00 1.789777018560871e+01 2.139838290726235e+01 
6.500000000000000e-01 -2.273517426446058e-01 -1.786774352845876e+00 -1.776356839400250e-15 8.975487039202146e-01 0.000000000000000e+00 2.616577603717239e+00 1.830056702356314e+01 2.091714462728038e+01 
7.000000000000001e-01 -8.541829837291176e-02 -2.095466010181387e+00 -4.440892098500626e-16 3.372179254219416e-01 0.000000000000000e+00 2.339511806764680e+00 1.835742498817607e+01 2.069693679494075e+01 
7.500000000000001e-01 3.740068551522939e-02 -2.142857494500362e+00 -1.476519881459468e+00 0.000000000000000e+00 0.000000000000000e+00 2.323530548739908e+00 1.835742498817607e+01 2.068095553691598e+01 
8.000000000000002e-01 1.401623675160746e-01 -1.967609785533479e+00 -5.533388477215017e+00 0.000000000000000e+00 0.000000000000000e+00 2.323530548739864e+00 1.835742498817607e+01 2.068095553691594e+01 
8.500000000000002e-01 2.294236864311983e-01 -1.602842971071536e+00 -9.057284101261997e+00 0.000000000000000e+00 0.000000000000000e+00 2.323530548739819e+00 1.835742498817607e+01 2.068095553691589e+01 
9.000000000000002e-01 2.965870405204175e-01 -1.083691192497334e+00 -1.170878704170552e+01 0.000000000000000e+00 0.000000000000000e+00 2.323530548739774e+00 1.835742498817607e+01 2.068095553691585e+01 
9.500000000000003e-01 3.351832920092496e-01 -4.601588670560768e-01 -1.323250597594444e+01 0.000000000000000e+00 0.000000000000000e+00 2.323530548739729e+00 1.835742498817607e+01 2.068095553691580e+01 
1.000000000000000e+00 3.414948709245196e-01 2.076957104451426e-01 -1.348167712410432e+01 0.000000000000000e+00 0.000000000000000e+00 2.323530548739684e+00 1.835742498817607e+01 2.068095553691576e+01 
1.050000000000000e+00 3.149138494143349e-01 8.555451499621172e-01 -1.243230045657484e+01 0.000000000000000e+00 0.000000000000000e+00 2.323530548739639e+00 1.835742498817607e+01 2.068095553691571e+01 
1.100000000000000e+00 2.580004970284783e-01 1.420988945472029e+00 -1.018545136382205e+01 0.000000000000000e+00 0.000000000000000e+00 2.323530548739594e+00 1.835742498817607e+01 2.068095553691567e+01 
1.150000000000000e+00 1.762366769464268e-01 1.849563857809946e+00 -6.957545129695268e+00 0.000000000000000e+00 0.000000000000000e+00 2.323530548739549e+00 1.835742498817607e+01 2.068095553691562e+01 
1.200000000000000e+00 7.749783589432524e-02 2.099989784274062e+00 -3.059491928870133e+00 0.000000000000000e+00 0.000000000000000e+00 2.323530548739505e+00 1.835742498817607e+01 2.068095553691558e+01 
1.250000000000000e+00 -2.870555460476425e-02 2.148145835689505e+00 0.000000000000000e+00 1.133249872251569e-01 0.000000000000000e+00 2.323530548739460e+00 1.836384626454086e+01 2.068737681328032e+01 
1.300000000000000e+00 -1.266142348344174e-01 1.994851347946963e+00 0.000000000000000e+00 4.998529637449311e-01 0.000000000000000e+00 2.306158452874309e+00 1.848877275722316e+01 2.079493121009747e+01 
1.350000000000001e+00 -1.934664789898574e-01 1.678944345760561e+00 -8.881784197001252e-16 7.637750450006235e-01 0.000000000000000e+00 2.148251401563632e+00 1.878044891690601e+01 2.092870031846964e+01 
1.400000000000001e+00 -2.288057933343788e-01 1.262178318021625e+00 0.000000000000000e+00 9.032890659550911e-01 0.000000000000000e+00 1.829935909972572e+00 1.918841448524302e+01 2.101835039521560e+01 
1.450000000000001e+00 -2.352989308663583e-01 8.041253151678276e-01 0.000000000000000e+00 9.289229454600924e-01 0.000000000000000e+00 1.416181640866820e+00 1.961986340454415e+01 2.103604504541097e+01 
