0 0.399920367328927 0 0 0 
0.005 0.399797742304402 0 0 0 
0.01 0.399429867279877 0 0 0 
0.015 0.398816742255352 0 0 0 
0.02 0.397958367230827 0 0 0 
0.025 0.396854742206302 0 0 0 
0.03 0.395505867181777 0 0 0 
0.035 0.393911742157252 0 0 0 
0.04 0.392072367132727 0 0 0 
0.045 0.389987742108202 0 0 0 
0.05 0.387657867083677 0 0 0 
0.055 0.385082742059152 0 0 0 
0.06 0.382262367034627 0 0 0 
0.065 0.379196742010102 0 0 0 
0.07 0.375885866985577 0 0 0 
0.075 0.372329741961052 0 0 0 
0.08 0.368528366936527 0 0 0 
0.085 0.364481741912002 0 0 0 
0.09 0.360189866887477 0 0 0 
0.095 0.355652741862952 0 0 0 
0.1 0.350870366838427 0 0 0 
0.105 0.345842741813902 0 0 0 
0.11 0.340569866789377 0 0 0 
0.115 0.335051741764852 0 0 0 
0.12 0.329288366740327 0 0 0 
0.125 0.323279741715802 0 0 0 
0.13 0.317025866691277 0 0 0 
0.135 0.310526741666752 0 0 0 
0.14 0.303782366642227 0 0 0 
0.145 0.296792741617702 0 0 0 
0.15 0.289557866593177 0 0 0 
0.155 0.282077741568652 0 0 0 
0.16 0.274352366544127 0 0 0 
0.165 0.266381741519602 0 0 0 
0.17 0.258165866495077 0 0 0 
0.175 0.249704741470552 0 0 0 
0.18 0.240998366446027 0 0 0 
0.185 0.232046741421502 0 0 0 
0.19 0.228009314304422 0 0 0 
0.195 0.22888608303101 0 0 0 
0.2 0.229517601757598 0 0 0 
0.205 0.229903870484185 0 0 0 
0.21 0.230044889210773 0 0 0 
0.215 0.22994065793736 0 0 0 
0.22 0.229591176663948 0 0 0 
0.225 0.228996445390535 0 0 0 
0.23 0.228156464117123 0 0 0 
0.235 0.227071232843711 0 0 0 
0.24 0.225740751570298 0 0 0 
0.245 0.226740375733845 0 0 0 
0.25 0.23007010430421 0 0 0 
0.255 0.233154582874574 0 0 0 
0.26 0.235993811444939 0 0 0 
0.265 0.238587790015303 0 0 0 
0.27 0.240936518585668 0 0 0 
0.275 0.243039997156032 0 0 0 
0.28 0.244898225726397 0 0 0 
