0 0.3 0 
0.005 0.299877374975475 -0.04905 
0.01 0.29950949995095 -0.0981 
0.015 0.298896374926425 -0.14715 
0.02 0.2980379999019 -0.1962 
0.025 0.296934374877375 -0.24525 
0.03 0.29558549985285 -0.2943 
0.035 0.293991374828325 -0.34335 
0.04 0.2921519998038 -0.3924 
0.045 0.290067374779275 -0.44145 
0.05 0.28773749975475 -0.4905 
0.055 0.285162374730225 -0.53955 
0.06 0.2823419997057 -0.5886 
0.065 0.279276374681175 -0.63765 
0.07 0.27596549965665 -0.6867 
0.075 0.272409374632125 -0.73575 
0.08 0.2686079996076 -0.7848 
0.085 0.264561374583075 -0.83385 
0.09 0.26026949955855 -0.8829 
0.095 0.255732374534025 -0.93195 
0.1 0.2509499995095 -0.981 
0.105 0.245922374484975 -1.03005 
0.11 0.24064949946045 -1.0791 
0.115 0.235131374435925 -1.12815 
0.12 0.2293679994114 -1.1772 
0.125 0.223359374386875 -1.22625 
0.13 0.21710549936235 -1.2753 
0.135 0.210606374337825 -1.32435 
0.14 0.2038619993133 -1.3734 
0.145 0.196872374288775 -1.42245 
0.15 0.18963749926425 -1.4715 
0.155 0.182157374239725 -1.52055 
0.16 0.1744319992152 -1.5696 
0.165 0.166461374190675 -1.61865 
0.17 0.15824549916615 -1.6677 
0.175 0.149784374141625 -1.71675 
0.18 0.1410779991171 -1.7658 
0.185 0.132126374092575 -1.81485 
0.19 0.12292949906805 -1.8639 
0.195 0.113487374043525 -1.91295 
0.2 0.103799999019 -1.962 
0.205 0.0938673739944749 -2.01105 
0.21 0.08368949896995 -2.0601 
0.215 0.0732663739454249 -2.10915 
0.22 0.0625979989208999 -2.1582 
0.225 0.0516843738963749 -2.20725 
0.23 0.0462456407369677 0.0317562884358473 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
0 0 0 
